Customer_ID,first_purchase,last_purchase,transaction_lines,total_orders,total_sales,total_quantity,total_profit,recency_days,customer_lifetime_days,avg_order_value,avg_items_per_order,profit_margin,Segment,Region,value_tier,frequency_tier,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Customer_Segment
HR-14770,2014-03-01,2017-04-07,4,3,928.78,12,70.12,248,1133,309.5933333333333,4.0,7.55,Home Office,Central,Gold,Regular,3.0,4,3,3.043,10.0,Potential Loyalists
HW-14935,2017-06-01,2017-09-04,8,2,5322.17,35,1260.9,98,95,2661.085,17.5,23.69,Corporate,Central,Platinum,Occasional,4.0,2,5,4.025,11.0,New Customers
IG-15085,2015-04-09,2015-04-09,1,1,370.14,3,144.35,977,0,370.14,3.0,39.0,Consumer,East,Silver,Occasional,1.0,1,2,1.012,4.0,Hibernating
IL-15100,2014-08-01,2017-08-10,13,6,4925.6,52,1110.42,123,1105,820.9333333333334,8.666666666666666,22.54,Consumer,West,Platinum,Frequent,3.0,5,5,3.055,13.0,Potential Loyalists
IM-15055,2016-09-04,2016-09-04,2,1,2824.23,8,953.72,463,0,2824.23,8.0,33.77,Consumer,West,Platinum,Occasional,2.0,1,5,2.015,8.0,Lost
IM-15070,2015-07-04,2016-12-05,12,4,2322.81,51,109.07,371,520,580.7025,12.75,4.7,Consumer,West,Platinum,Frequent,2.0,4,5,2.045,11.0,At Risk Champions
JA-15970,2014-11-12,2017-09-07,10,4,1298.62,32,111.34,95,1030,324.655,8.0,8.57,Consumer,West,Gold,Frequent,4.0,5,4,4.054,13.0,Champions
JB-15400,2015-05-01,2017-11-09,6,5,756.19,12,129.08,32,923,151.238,2.4,17.07,Corporate,West,Gold,Frequent,5.0,5,3,5.053,13.0,Loyal Customers
JB-15925,2014-12-05,2015-12-12,2,2,272.63,10,79.01,730,372,136.315,5.0,28.98,Consumer,Central,Silver,Occasional,1.0,2,2,1.022,5.0,Hibernating
JB-16000,2016-01-10,2017-11-02,4,4,85.39,18,33.22,39,662,21.3475,4.5,38.9,Consumer,East,Bronze,Frequent,4.0,5,1,4.051,10.0,Other
JB-16045,2015-05-03,2016-12-08,5,3,1178.68,15,23.98,368,585,392.8933333333334,5.0,2.03,Home Office,West,Gold,Regular,2.0,4,4,2.044,10.0,At Risk Champions
JC-15340,2016-09-05,2017-09-07,2,2,57.5,8,-4.93,95,367,28.75,4.0,-8.57,Consumer,West,Bronze,Occasional,4.0,2,1,4.021,7.0,New Customers
JC-15385,2017-07-08,2017-07-08,4,1,1058.11,14,502.92,156,0,1058.11,14.0,47.53,Consumer,West,Gold,Occasional,3.0,1,4,3.014,8.0,Promising
JC-15775,2017-04-01,2017-04-01,1,1,42.93,9,19.32,254,0,42.93,9.0,45.0,Consumer,East,Bronze,Occasional,3.0,1,1,3.011,5.0,Promising
JC-16105,2015-09-03,2017-11-03,2,2,213.37,10,68.51,38,792,106.685,5.0,32.11,Corporate,South,Bronze,Occasional,4.0,2,2,4.022,8.0,New Customers
JD-15790,2015-04-02,2017-09-04,6,4,1924.39,24,-303.03,98,886,481.0975,6.0,-15.75,Consumer,Central,Platinum,Frequent,4.0,5,5,4.055,14.0,Champions
JD-15895,2015-12-12,2016-12-01,7,4,2931.62,27,868.88,375,355,732.905,6.75,29.64,Corporate,East,Platinum,Frequent,2.0,5,5,2.055,12.0,At Risk Champions
JD-16015,2014-10-04,2017-09-09,6,4,274.59,26,14.54,93,1071,68.6475,6.5,5.3,Consumer,East,Silver,Frequent,4.0,5,2,4.052,11.0,Other
JD-16060,2017-03-05,2017-03-05,4,1,375.71,11,131.89,281,0,375.71,11.0,35.1,Consumer,Central,Silver,Occasional,3.0,1,2,3.012,6.0,Promising
JE-15610,2015-06-11,2017-11-12,10,3,3703.15,32,-72.34,29,885,1234.3833333333334,10.666666666666666,-1.95,Corporate,South,Platinum,Regular,5.0,4,5,5.045,14.0,Champions
JE-15715,2016-07-08,2016-09-02,10,2,2579.31,47,216.09,465,56,1289.655,23.5,8.38,Consumer,West,Platinum,Occasional,2.0,2,5,2.025,9.0,Other
JE-15745,2016-10-08,2017-11-09,4,3,461.55,15,145.36,32,397,153.85,5.0,31.49,Consumer,East,Silver,Regular,5.0,4,2,5.042,11.0,Other
JE-16165,2016-12-05,2017-12-10,5,2,2672.57,29,780.26,1,370,1336.285,14.5,29.2,Corporate,Central,Platinum,Occasional,5.0,2,5,5.025,12.0,New Customers
JF-15190,2016-12-02,2017-07-09,12,4,1710.74,49,522.72,155,219,427.685,12.25,30.56,Consumer,West,Platinum,Frequent,3.0,5,4,3.054,12.0,Potential Loyalists
JF-15295,2016-04-12,2016-04-12,3,1,250.42,9,-13.38,608,0,250.42,9.0,-5.34,Consumer,West,Silver,Occasional,2.0,1,2,2.012,5.0,Hibernating
JF-15355,2016-07-01,2017-02-04,4,2,118.17,9,49.25,310,218,59.085,4.5,41.68,Consumer,South,Bronze,Occasional,2.0,2,1,2.021,5.0,Hibernating
JF-15415,2015-04-05,2017-09-11,7,2,2083.99,40,527.25,91,890,1041.995,20.0,25.3,Consumer,West,Platinum,Occasional,4.0,2,5,4.025,11.0,New Customers
JF-15490,2015-10-05,2017-05-06,6,4,761.16,14,-74.75,219,579,190.29,3.5,-9.82,Consumer,West,Gold,Frequent,3.0,5,3,3.053,11.0,Potential Loyalists
JF-15565,2014-10-11,2017-11-06,12,5,3470.79,50,945.62,35,1122,694.158,10.0,27.25,Consumer,Central,Platinum,Frequent,5.0,5,5,5.055,15.0,Champions
JG-15115,2014-10-08,2015-12-03,5,2,312.32,15,-45.52,739,421,156.16,7.5,-14.57,Consumer,South,Silver,Occasional,1.0,2,2,1.022,5.0,Hibernating
JG-15160,2015-05-12,2016-12-05,5,3,1426.02,23,291.05,371,573,475.34,7.666666666666667,20.41,Consumer,South,Gold,Regular,2.0,4,4,2.044,10.0,At Risk Champions
JG-15310,2016-03-03,2016-03-03,2,1,606.21,12,-40.83,648,0,606.21,12.0,-6.74,Corporate,Central,Silver,Occasional,1.0,1,3,1.013,5.0,Lost
JG-15805,2014-04-05,2014-10-07,3,2,209.17,18,18.37,1161,185,104.585,9.0,8.78,Corporate,Central,Bronze,Occasional,1.0,2,2,1.022,5.0,Hibernating
JH-15820,2015-09-03,2017-07-09,2,2,236.42,7,17.91,155,675,118.21,3.5,7.58,Consumer,Central,Bronze,Occasional,3.0,2,2,3.022,7.0,Promising
JH-15910,2015-06-12,2017-05-12,3,3,90.74,9,20.62,213,700,30.246666666666666,3.0,22.72,Consumer,Central,Bronze,Regular,3.0,4,1,3.041,8.0,Other
JH-15985,2014-08-09,2017-12-01,10,4,2602.21,35,784.68,10,1210,650.5525,8.75,30.15,Consumer,Central,Platinum,Frequent,5.0,5,5,5.055,15.0,Champions
JH-16180,2015-11-01,2016-04-05,3,2,1215.53,11,-169.33,615,156,607.765,5.5,-13.93,Consumer,East,Gold,Occasional,1.0,2,4,1.024,7.0,Other
JJ-15445,2015-03-05,2016-09-03,2,2,61.6,11,16.66,464,548,30.8,5.5,27.05,Consumer,Central,Bronze,Occasional,2.0,2,1,2.021,5.0,Hibernating
JJ-15760,2015-10-05,2015-12-08,3,2,195.0,11,34.45,734,64,97.5,5.5,17.67,Home Office,South,Bronze,Occasional,1.0,2,2,1.022,5.0,Hibernating
JK-15205,2014-07-11,2016-10-01,3,2,201.21,15,48.35,436,813,100.605,7.5,24.03,Consumer,South,Bronze,Occasional,2.0,2,2,2.022,6.0,Hibernating
JK-15370,2014-04-11,2017-08-07,7,3,1280.83,25,138.32,126,1214,426.9433333333333,8.333333333333334,10.8,Consumer,West,Gold,Regular,3.0,4,4,3.044,11.0,Potential Loyalists
JK-15625,2014-12-08,2015-08-07,3,2,756.4,17,76.99,857,242,378.2,8.5,10.18,Consumer,West,Gold,Occasional,1.0,2,3,1.023,6.0,Other
JK-15640,2015-12-11,2017-07-03,5,2,4261.5,17,1019.99,161,570,2130.75,8.5,23.93,Home Office,West,Platinum,Occasional,3.0,2,5,3.025,10.0,Promising
JK-15730,2014-12-01,2017-10-07,6,3,1858.03,24,79.88,65,1041,619.3433333333334,8.0,4.3,Consumer,Central,Platinum,Regular,4.0,4,5,4.045,13.0,Champions
JK-16090,2017-10-02,2017-12-02,5,2,2854.58,30,357.77,9,61,1427.29,15.0,12.53,Consumer,Central,Platinum,Occasional,5.0,2,5,5.025,12.0,New Customers
JK-16120,2014-11-02,2017-09-04,12,6,1169.38,36,182.31,98,1037,194.89666666666668,6.0,15.59,Home Office,Central,Gold,Frequent,4.0,5,4,4.054,13.0,Champions
JL-15130,2014-09-01,2017-04-11,4,2,78.64,13,1.59,244,953,39.32,6.5,2.02,Consumer,Central,Bronze,Occasional,3.0,2,1,3.021,6.0,Promising
JL-15175,2015-01-05,2017-11-04,3,2,153.18,14,44.4,37,1034,76.59,7.0,28.99,Home Office,South,Bronze,Occasional,4.0,2,1,4.021,7.0,New Customers
JL-15235,2016-06-05,2017-09-02,5,2,641.73,14,106.96,100,454,320.865,7.0,16.67,Consumer,East,Silver,Occasional,4.0,2,3,4.023,9.0,New Customers
JL-15505,2016-04-08,2017-11-11,13,3,3037.22,42,561.72,30,582,1012.4066666666666,14.0,18.49,Consumer,East,Platinum,Regular,5.0,4,5,5.045,14.0,Champions
JL-15835,2014-07-07,2017-12-09,12,3,2340.8,35,814.86,2,1251,780.2666666666668,11.666666666666666,34.81,Consumer,East,Platinum,Regular,5.0,4,5,5.045,14.0,Champions
JL-15850,2015-03-06,2015-04-02,3,2,1643.04,14,506.68,984,27,821.52,7.0,30.84,Consumer,West,Platinum,Occasional,1.0,2,4,1.024,7.0,Other
JM-15250,2017-01-01,2017-01-01,7,1,954.9,39,-390.96,344,0,954.9,39.0,-40.94,Consumer,Central,Gold,Occasional,2.0,1,3,2.013,6.0,Lost
JM-15265,2016-12-11,2016-12-11,2,1,1045.21,12,304.94,365,0,1045.21,12.0,29.17,Corporate,East,Gold,Occasional,2.0,1,4,2.014,7.0,Lost
JM-15535,2017-09-12,2017-09-12,1,1,8.36,2,3.01,90,0,8.36,2.0,36.0,Consumer,West,Bronze,Occasional,4.0,1,1,4.011,6.0,New Customers
JM-15580,2016-05-12,2016-09-08,3,2,154.77,12,58.71,459,119,77.385,6.0,37.93,Consumer,South,Bronze,Occasional,2.0,2,1,2.021,5.0,Hibernating
JM-15655,2014-04-08,2016-12-12,4,2,424.02,14,70.18,364,979,212.01,7.0,16.55,Corporate,West,Silver,Occasional,2.0,2,2,2.022,6.0,Hibernating
JM-15865,2016-12-01,2017-09-12,4,2,511.76,14,30.06,90,285,255.88,7.0,5.87,Consumer,West,Silver,Occasional,4.0,2,3,4.023,9.0,New Customers
JM-16195,2014-09-02,2017-11-03,8,5,919.26,22,264.71,38,1158,183.852,4.4,28.8,Consumer,East,Gold,Frequent,4.0,5,3,4.053,12.0,Loyal Customers
JO-15145,2014-01-06,2017-11-03,6,4,1778.24,25,489.28,38,1397,444.56,6.25,27.51,Corporate,South,Platinum,Frequent,4.0,5,4,4.054,13.0,Champions
JO-15280,2015-11-02,2015-11-02,1,1,1038.84,5,51.94,770,0,1038.84,5.0,5.0,Consumer,West,Gold,Occasional,1.0,1,4,1.014,6.0,Lost
JO-15550,2015-11-09,2015-11-09,1,1,2.48,2,1.17,763,0,2.48,2.0,47.18,Home Office,West,Bronze,Occasional,1.0,1,1,1.011,3.0,Hibernating
JP-15460,2015-10-02,2015-10-02,3,1,235.97,10,100.93,801,0,235.97,10.0,42.77,Corporate,East,Bronze,Occasional,1.0,1,2,1.012,4.0,Hibernating
JP-15520,2014-11-09,2017-12-08,12,3,3573.43,48,735.5,3,1125,1191.1433333333332,16.0,20.58,Consumer,West,Platinum,Regular,5.0,4,5,5.045,14.0,Champions
JP-16135,2015-07-04,2017-05-12,7,5,1146.47,28,156.73,213,678,229.294,5.6,13.67,Home Office,South,Gold,Frequent,3.0,5,4,3.054,12.0,Potential Loyalists
JR-16210,2016-02-09,2016-04-10,3,2,130.73,7,44.21,610,61,65.365,3.5,33.82,Corporate,East,Bronze,Occasional,2.0,2,1,2.021,5.0,Hibernating
JS-15595,2014-03-03,2017-09-02,6,2,619.75,27,-258.48,100,1279,309.875,13.5,-41.71,Corporate,Central,Silver,Occasional,4.0,2,3,4.023,9.0,New Customers
JS-15880,2014-04-08,2016-02-12,3,2,1538.15,11,88.34,668,675,769.075,5.5,5.74,Consumer,South,Gold,Occasional,1.0,2,4,1.024,7.0,Other
JS-15940,2014-05-03,2016-06-05,3,2,153.73,14,-10.37,554,764,76.865,7.0,-6.75,Home Office,East,Bronze,Occasional,2.0,2,1,2.021,5.0,Hibernating
JS-16030,2017-12-02,2017-12-02,2,1,303.37,9,-769.73,9,0,303.37,9.0,-253.73,Consumer,Central,Silver,Occasional,5.0,1,2,5.012,8.0,New Customers
JW-15220,2017-10-02,2017-10-02,1,1,10.16,2,3.45,70,0,10.16,2.0,33.96,Corporate,South,Bronze,Occasional,4.0,1,1,4.011,6.0,New Customers
JW-15955,2017-08-07,2017-08-07,2,1,116.48,12,31.69,126,0,116.48,12.0,27.21,Consumer,East,Bronze,Occasional,3.0,1,1,3.011,5.0,Promising
JW-16075,2015-12-10,2016-05-09,3,2,141.79,13,-95.41,581,151,70.895,6.5,-67.29,Consumer,East,Bronze,Occasional,2.0,2,1,2.021,5.0,Hibernating
KA-16525,2014-03-11,2015-10-12,3,2,208.78,18,52.42,791,580,104.39,9.0,25.11,Consumer,East,Bronze,Occasional,1.0,2,2,1.022,5.0,Hibernating
KB-16240,2015-11-07,2017-07-11,5,4,1802.89,17,289.99,153,612,450.7225,4.25,16.08,Corporate,West,Platinum,Frequent,3.0,5,4,3.054,12.0,Potential Loyalists
KB-16315,2015-07-02,2017-03-09,6,3,637.48,18,106.84,277,616,212.49333333333334,6.0,16.76,Consumer,South,Silver,Regular,3.0,4,3,3.043,10.0,Potential Loyalists
KB-16405,2017-09-03,2017-09-04,6,2,753.66,14,230.91,98,1,376.83,7.0,30.64,Home Office,West,Gold,Occasional,4.0,2,3,4.023,9.0,New Customers
KB-16585,2014-04-04,2017-03-12,13,7,894.47,54,214.76,274,1073,127.78142857142858,7.714285714285714,24.01,Corporate,Central,Gold,Frequent,3.0,5,3,3.053,11.0,Potential Loyalists
KB-16600,2015-12-09,2017-12-09,5,3,133.6,18,27.59,2,731,44.53333333333333,6.0,20.65,Corporate,Central,Bronze,Regular,5.0,4,1,5.041,10.0,Other
KC-16255,2014-09-08,2016-06-02,3,2,181.63,8,30.1,557,633,90.815,4.0,16.57,Corporate,South,Bronze,Occasional,2.0,2,2,2.022,6.0,Hibernating
KC-16540,2015-11-02,2016-09-11,3,2,3802.91,23,688.85,456,314,1901.455,11.5,18.11,Consumer,West,Platinum,Occasional,2.0,2,5,2.025,9.0,Other
KC-16675,2017-11-03,2017-11-03,2,1,447.0,11,92.61,38,0,447.0,11.0,20.72,Corporate,West,Silver,Occasional,4.0,1,2,4.012,7.0,New Customers
KD-16270,2014-11-11,2016-09-02,16,5,8282.36,64,1107.7,465,661,1656.4720000000002,12.8,13.37,Consumer,South,Platinum,Frequent,2.0,5,5,2.055,12.0,At Risk Champions
KD-16345,2014-09-02,2014-09-02,2,1,72.69,8,23.19,1196,0,72.69,8.0,31.9,Consumer,East,Bronze,Occasional,1.0,1,1,1.011,3.0,Hibernating
KD-16495,2015-11-08,2017-09-09,16,5,7279.56,45,2891.91,93,671,1455.912,9.0,39.73,Corporate,Central,Platinum,Frequent,4.0,5,5,4.055,14.0,Champions
KD-16615,2017-03-02,2017-03-02,1,1,107.65,2,33.64,284,0,107.65,2.0,31.25,Corporate,West,Bronze,Occasional,3.0,1,1,3.011,5.0,Promising
KE-16420,2014-04-03,2017-12-04,9,5,673.09,37,168.36,7,1341,134.618,7.4,25.01,Corporate,South,Silver,Frequent,5.0,5,3,5.053,13.0,Loyal Customers
KF-16285,2016-03-10,2017-09-11,10,4,9536.56,43,1381.35,91,550,2384.14,10.75,14.48,Home Office,West,Platinum,Frequent,4.0,5,5,4.055,14.0,Champions
KH-16330,2014-04-01,2014-05-05,3,2,118.45,8,9.7,1316,34,59.225,4.0,8.19,Corporate,Central,Bronze,Occasional,1.0,2,1,1.021,4.0,Hibernating
KH-16360,2016-07-02,2017-04-03,2,2,33.17,6,10.8,252,275,16.585,3.0,32.56,Consumer,East,Bronze,Occasional,3.0,2,1,3.021,6.0,Promising
KH-16510,2014-10-05,2017-12-08,10,2,4055.49,48,466.81,3,1160,2027.745,24.0,11.51,Consumer,West,Platinum,Occasional,5.0,2,5,5.025,12.0,New Customers
KH-16630,2014-11-01,2017-11-02,10,6,1335.55,55,199.33,39,1097,222.59166666666667,9.166666666666666,14.92,Corporate,Central,Gold,Frequent,4.0,5,4,4.054,13.0,Champions
KH-16690,2015-12-07,2016-07-12,2,2,108.72,8,13.4,517,218,54.36,4.0,12.33,Corporate,West,Bronze,Occasional,2.0,2,1,2.021,5.0,Hibernating
KL-16555,2016-11-06,2017-11-04,6,2,2252.16,16,-52.16,37,363,1126.08,8.0,-2.32,Corporate,South,Platinum,Occasional,4.0,2,5,4.025,11.0,New Customers
KL-16645,2014-08-11,2017-04-09,10,4,1629.88,37,-188.54,246,972,407.47,9.25,-11.57,Consumer,Central,Platinum,Frequent,3.0,5,4,3.054,12.0,Potential Loyalists
KM-16225,2015-07-06,2017-12-09,14,5,1840.72,52,524.9,2,887,368.144,10.4,28.52,Corporate,East,Platinum,Frequent,5.0,5,4,5.054,14.0,Champions
KM-16375,2015-12-06,2017-11-04,4,3,310.64,12,140.93,37,699,103.54666666666667,4.0,45.37,Home Office,South,Silver,Regular,4.0,4,2,4.042,10.0,Other
KM-16660,2015-12-10,2016-08-01,4,2,148.95,13,37.49,497,235,74.475,6.5,25.17,Consumer,South,Bronze,Occasional,2.0,2,1,2.021,5.0,Hibernating
KM-16720,2014-04-01,2017-12-02,5,2,1317.86,20,385.03,9,1341,658.93,10.0,29.22,Consumer,West,Gold,Occasional,5.0,2,4,5.024,11.0,New Customers
KN-16390,2014-12-02,2017-12-11,12,7,1911.29,43,-111.18,0,1105,273.0414285714286,6.142857142857143,-5.82,Corporate,West,Platinum,Frequent,5.0,5,5,5.055,15.0,Champions
KN-16450,2014-04-12,2017-11-08,6,3,2162.88,40,111.68,33,1306,720.96,13.333333333333334,5.16,Corporate,West,Platinum,Regular,5.0,4,5,5.045,14.0,Champions
KN-16705,2014-03-02,2017-06-11,6,3,329.09,20,157.6,183,1197,109.69666666666666,6.666666666666667,47.89,Home Office,South,Silver,Regular,3.0,4,2,3.042,9.0,Other
KS-16300,2017-03-10,2017-03-10,2,1,61.88,5,-6.38,276,0,61.88,5.0,-10.31,Corporate,South,Bronze,Occasional,3.0,1,1,3.011,5.0,Promising
KT-16465,2014-09-08,2016-12-04,4,2,1271.57,14,104.25,372,818,635.785,7.0,8.2,Consumer,Central,Gold,Occasional,2.0,2,4,2.024,8.0,Other
KT-16480,2014-03-10,2016-09-10,6,4,4240.49,25,123.04,457,915,1060.1225,6.25,2.9,Consumer,West,Platinum,Frequent,2.0,5,5,2.055,12.0,At Risk Champions
KW-16435,2015-12-06,2015-12-06,1,1,2.77,7,-4.85,736,0,2.77,7.0,-175.09,Consumer,Central,Bronze,Occasional,1.0,1,1,1.011,3.0,Hibernating
KW-16570,2015-08-07,2015-08-07,2,1,241.34,7,47.13,857,0,241.34,7.0,19.53,Consumer,Central,Silver,Occasional,1.0,1,2,1.012,4.0,Hibernating
LA-16780,2014-07-11,2016-01-09,8,3,2118.79,46,665.4,702,547,706.2633333333333,15.333333333333334,31.4,Corporate,East,Platinum,Regular,1.0,4,5,1.045,10.0,At Risk Champions
LB-16735,2017-11-12,2017-11-12,1,1,26.72,5,9.35,29,0,26.72,5.0,34.99,Consumer,South,Bronze,Occasional,5.0,1,1,5.011,7.0,New Customers
LB-16795,2016-09-01,2017-05-09,16,5,3517.47,49,-427.86,216,250,703.4939999999999,9.8,-12.16,Home Office,South,Platinum,Frequent,3.0,5,5,3.055,13.0,Potential Loyalists
LC-16870,2015-05-03,2017-12-03,17,4,1082.77,64,-85.59,8,945,270.6925,16.0,-7.9,Consumer,Central,Gold,Frequent,5.0,5,4,5.054,14.0,Champions
LC-16885,2015-12-11,2017-06-12,2,2,27.42,5,-6.51,182,549,13.71,2.5,-23.74,Consumer,South,Bronze,Occasional,3.0,2,1,3.021,6.0,Promising
LC-16930,2016-08-04,2017-09-10,8,4,523.9,25,73.2,92,402,130.975,6.25,13.97,Corporate,Central,Silver,Frequent,4.0,5,3,4.053,12.0,Loyal Customers
LC-16960,2015-12-01,2015-12-01,1,1,2676.67,9,267.67,741,0,2676.67,9.0,10.0,Home Office,West,Platinum,Occasional,1.0,1,5,1.015,7.0,Lost
LC-17050,2014-11-02,2017-11-06,8,4,1804.4,41,83.36,35,1100,451.1,10.25,4.62,Consumer,West,Platinum,Frequent,5.0,5,4,5.054,14.0,Champions
LC-17140,2014-09-09,2017-09-09,10,4,478.66,29,6.63,93,1096,119.665,7.25,1.39,Consumer,West,Silver,Frequent,4.0,5,3,4.053,12.0,Loyal Customers
LD-17005,2016-11-07,2016-11-11,2,2,315.56,4,94.97,395,4,157.78,2.0,30.1,Consumer,Central,Silver,Occasional,2.0,2,2,2.022,6.0,Hibernating
LE-16810,2015-06-12,2017-12-09,2,2,474.67,9,49.56,2,911,237.335,4.5,10.44,Consumer,West,Silver,Occasional,5.0,2,3,5.023,10.0,New Customers
LF-17185,2014-12-06,2017-12-08,7,3,1219.13,31,184.79,3,1098,406.3766666666667,10.333333333333334,15.16,Consumer,East,Gold,Regular,5.0,4,4,5.044,13.0,Champions
LH-16750,2017-08-01,2017-08-01,1,1,271.96,5,17.0,132,0,271.96,5.0,6.25,Consumer,South,Silver,Occasional,3.0,1,2,3.012,6.0,Promising
LH-16900,2014-09-01,2017-12-09,7,4,982.0,29,206.75,2,1195,245.5,7.25,21.05,Consumer,West,Gold,Frequent,5.0,5,4,5.054,14.0,Champions
LH-17020,2014-09-08,2017-05-05,6,4,318.24,34,-242.74,220,970,79.56,8.5,-76.28,Consumer,East,Silver,Frequent,3.0,5,2,3.052,10.0,Other
LH-17155,2014-12-12,2016-12-10,12,5,1321.4,31,173.31,366,729,264.28000000000003,6.2,13.12,Consumer,West,Gold,Frequent,2.0,5,4,2.054,11.0,At Risk Champions
LL-16840,2014-08-12,2015-06-04,4,2,303.29,20,111.4,921,296,151.645,10.0,36.73,Consumer,West,Silver,Occasional,1.0,2,2,1.022,5.0,Hibernating
LM-17065,2016-08-06,2016-12-04,2,2,53.87,12,21.54,372,120,26.935,6.0,39.99,Consumer,East,Bronze,Occasional,2.0,2,1,2.021,5.0,Hibernating
LO-17170,2015-02-06,2015-09-06,3,2,222.95,12,34.45,827,212,111.475,6.0,15.45,Corporate,West,Bronze,Occasional,1.0,2,2,1.022,5.0,Hibernating
LP-17080,2016-11-11,2017-05-11,6,2,625.68,27,65.89,214,181,312.84,13.5,10.53,Consumer,West,Silver,Occasional,3.0,2,3,3.023,8.0,Promising
LP-17095,2016-06-06,2017-09-05,10,5,1164.49,40,110.53,97,456,232.898,8.0,9.49,Consumer,South,Gold,Frequent,4.0,5,4,4.054,13.0,Champions
LR-16915,2014-08-08,2017-12-04,13,5,4702.75,52,504.69,7,1214,940.55,10.4,10.73,Consumer,West,Platinum,Frequent,5.0,5,5,5.055,15.0,Champions
LR-17035,2014-09-07,2015-09-07,6,2,938.25,21,-94.39,826,365,469.125,10.5,-10.06,Corporate,East,Gold,Occasional,1.0,2,3,1.023,6.0,Other
LS-16945,2017-01-12,2017-07-05,6,2,406.17,29,-354.91,159,174,203.085,14.5,-87.38,Corporate,Central,Silver,Occasional,3.0,2,2,3.022,7.0,Promising
LS-16975,2016-11-06,2017-12-10,9,3,610.84,24,-34.16,1,399,203.61333333333334,8.0,-5.59,Home Office,West,Silver,Regular,5.0,4,3,5.043,12.0,Loyal Customers
LS-17230,2014-01-06,2014-01-06,1,1,19.44,3,9.33,1435,0,19.44,3.0,47.99,Consumer,West,Bronze,Occasional,1.0,1,1,1.011,3.0,Hibernating
LT-16765,2014-09-01,2017-12-04,3,3,329.88,8,59.04,7,1190,109.96,2.6666666666666665,17.9,Consumer,West,Silver,Regular,5.0,4,2,5.042,11.0,Other
LT-17110,2014-06-01,2015-12-12,7,3,1991.96,34,322.39,730,559,663.9866666666667,11.333333333333334,16.18,Consumer,West,Platinum,Regular,1.0,4,5,1.045,10.0,At Risk Champions
LW-16825,2014-07-01,2017-10-03,3,2,601.74,13,70.68,69,1190,300.87,6.5,11.75,Corporate,South,Silver,Occasional,4.0,2,3,4.023,9.0,New Customers
LW-16990,2016-05-05,2017-06-04,8,4,2498.03,23,459.94,190,395,624.5075,5.75,18.41,Corporate,South,Platinum,Frequent,3.0,5,5,3.055,13.0,Potential Loyalists
LW-17125,2014-09-11,2017-06-08,5,3,1259.04,15,192.63,186,1001,419.68,5.0,15.3,Consumer,East,Gold,Regular,3.0,4,4,3.044,11.0,Potential Loyalists
LW-17215,2014-09-12,2017-12-09,10,5,5124.19,39,761.74,2,1184,1024.838,7.8,14.87,Consumer,West,Platinum,Frequent,5.0,5,5,5.055,15.0,Champions
MA-17560,2014-08-08,2015-12-10,15,4,2892.21,53,927.91,732,489,723.0525,13.25,32.08,Home Office,East,Platinum,Frequent,1.0,5,5,1.055,11.0,At Risk Champions
MA-17995,2016-11-05,2016-11-07,4,2,1799.47,16,191.66,399,2,899.735,8.0,10.65,Home Office,Central,Platinum,Occasional,2.0,2,4,2.024,8.0,Other
MB-17305,2014-08-08,2017-11-12,9,6,961.24,33,103.01,29,1192,160.20666666666668,5.5,10.72,Consumer,West,Gold,Frequent,5.0,5,4,5.054,14.0,Champions
MB-18085,2014-01-05,2017-05-06,8,5,1397.02,34,108.09,219,1217,279.404,6.8,7.74,Consumer,East,Gold,Frequent,3.0,5,4,3.054,12.0,Potential Loyalists
MC-17275,2014-09-08,2015-09-07,6,2,1812.89,26,221.34,826,364,906.445,13.0,12.21,Consumer,East,Platinum,Occasional,1.0,2,4,1.024,7.0,Other
MC-17575,2014-12-02,2017-12-03,9,6,1260.03,33,190.57,8,1097,210.005,5.5,15.12,Consumer,East,Gold,Frequent,5.0,5,4,5.054,14.0,Champions
MC-17590,2016-09-12,2017-11-09,3,2,204.03,5,61.75,32,423,102.015,2.5,30.27,Corporate,West,Bronze,Occasional,5.0,2,2,5.022,9.0,New Customers
MC-17605,2014-12-01,2017-09-09,4,3,1106.25,13,79.82,93,1013,368.75,4.333333333333333,7.22,Corporate,Central,Gold,Regular,4.0,4,4,4.044,12.0,Champions
MC-17635,2014-12-03,2014-12-03,1,1,25.92,4,12.44,1104,0,25.92,4.0,47.99,Corporate,Central,Bronze,Occasional,1.0,1,1,1.011,3.0,Hibernating
MC-17845,2014-07-05,2017-12-10,8,4,2971.77,26,420.41,1,1254,742.9425,6.5,14.15,Consumer,South,Platinum,Frequent,5.0,5,5,5.055,15.0,Champions
MC-18100,2015-04-09,2017-09-02,3,3,151.98,18,-3.14,100,877,50.66,6.0,-2.07,Consumer,Central,Bronze,Regular,4.0,4,1,4.041,9.0,Other
MC-18130,2015-11-07,2016-03-12,3,2,46.44,11,10.18,639,126,23.22,5.5,21.92,Corporate,South,Bronze,Occasional,1.0,2,1,1.021,4.0,Hibernating
MD-17350,2014-11-05,2017-09-04,14,5,2610.99,48,-336.87,98,1034,522.198,9.6,-12.9,Consumer,East,Platinum,Frequent,4.0,5,5,4.055,14.0,Champions
MD-17860,2014-12-02,2014-12-02,3,1,114.78,17,-47.34,1105,0,114.78,17.0,-41.24,Corporate,Central,Bronze,Occasional,1.0,1,1,1.011,3.0,Hibernating
